Pokedex with Leading 0,Pokedex Name,Full Name,Prefix,Name,Suffix,Form,National Pokedex,Deck: 1 - 97,Rename,Regional Pokedex,Type,,Generation,Images pokemondb,Images pokedex,Images bulbapedia
306,Mega Aggron,Aggron Mega,,Aggron,Mega,,306,,306 - Aggron Mega,072,Steel,,III - Hoenn,https://img.pokemondb.net/artwork/large/aggron-mega.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/306.png,https://bulbapedia.bulbagarden.net/wiki/File:306Aggron-Mega.png
307, Meditite,Meditite,,Meditite,,,307,,307 - Meditite,076,Fighting,Psychic,III - Hoenn,https://img.pokemondb.net/artwork/large/meditite.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/307.png,https://bulbapedia.bulbagarden.net/wiki/File:307Meditite.png
308, Medicham,Medicham,,Medicham,,,308,,308 - Medicham,077,Fighting,Psychic,III - Hoenn,https://img.pokemondb.net/artwork/large/medicham.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/308.png,https://bulbapedia.bulbagarden.net/wiki/File:308Medicham.png
308,Mega Medicham,Medicham Mega,,Medicham,Mega,,308,,308 - Medicham Mega,077,Fighting,Psychic,III - Hoenn,https://img.pokemondb.net/artwork/large/medicham-mega.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/308.png,https://bulbapedia.bulbagarden.net/wiki/File:308Medicham-Mega.png
309, Electrike,Electrike,,Electrike,,,309,,309 - Electrike,078,Electric,,III - Hoenn,https://img.pokemondb.net/artwork/large/electrike.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/309.png,https://bulbapedia.bulbagarden.net/wiki/File:309Electrike.png
310, Manectric,Manectric,,Manectric,,,310,,310 - Manectric,079,Electric,,III - Hoenn,https://img.pokemondb.net/artwork/large/manectric.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/310.png,https://bulbapedia.bulbagarden.net/wiki/File:310Manectric.png
310,Mega Manectric,Manectric Mega,,Manectric,Mega,,310,,310 - Manectric Mega,079,Electric,,III - Hoenn,https://img.pokemondb.net/artwork/large/manectric-mega.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/310.png,https://bulbapedia.bulbagarden.net/wiki/File:310Manectric-Mega.png
311, Plusle,Plusle,,Plusle,,,311,,311 - Plusle,080,Electric,,III - Hoenn,https://img.pokemondb.net/artwork/large/plusle.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/311.png,https://bulbapedia.bulbagarden.net/wiki/File:311Plusle.png
312, Minun,Minun,,Minun,,,312,,312 - Minun,081,Electric,,III - Hoenn,https://img.pokemondb.net/artwork/large/minun.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/312.png,https://bulbapedia.bulbagarden.net/wiki/File:312Minun.png
313, Volbeat,Volbeat,,Volbeat,,,313,,313 - Volbeat,086,Bug,,III - Hoenn,https://img.pokemondb.net/artwork/large/volbeat.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/313.png,https://bulbapedia.bulbagarden.net/wiki/File:313Volbeat.png
314, Illumise,Illumise,,Illumise,,,314,,314 - Illumise,087,Bug,,III - Hoenn,https://img.pokemondb.net/artwork/large/illumise.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/314.png,https://bulbapedia.bulbagarden.net/wiki/File:314Illumise.png
315, Roselia,Roselia,,Roselia,,,315,,315 - Roselia,094,Grass,Poison,III - Hoenn,https://img.pokemondb.net/artwork/large/roselia.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/315.png,https://bulbapedia.bulbagarden.net/wiki/File:315Roselia.png
316, Gulpin,Gulpin,,Gulpin,,,316,,316 - Gulpin,095,Poison,,III - Hoenn,https://img.pokemondb.net/artwork/large/gulpin.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/316.png,https://bulbapedia.bulbagarden.net/wiki/File:316Gulpin.png
317, Swalot,Swalot,,Swalot,,,317,,317 - Swalot,096,Poison,,III - Hoenn,https://img.pokemondb.net/artwork/large/swalot.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/317.png,https://bulbapedia.bulbagarden.net/wiki/File:317Swalot.png
318, Carvanha,Carvanha,,Carvanha,,,318,,318 - Carvanha,097,Water,Dark,III - Hoenn,https://img.pokemondb.net/artwork/large/carvanha.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/318.png,https://bulbapedia.bulbagarden.net/wiki/File:318Carvanha.png
319, Sharpedo,Sharpedo,,Sharpedo,,,319,,319 - Sharpedo,098,Water,Dark,III - Hoenn,https://img.pokemondb.net/artwork/large/sharpedo.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/319.png,https://bulbapedia.bulbagarden.net/wiki/File:319Sharpedo.png
319,Mega Sharpedo,Sharpedo Mega,,Sharpedo,Mega,,319,,319 - Sharpedo Mega,098,Water,Dark,III - Hoenn,https://img.pokemondb.net/artwork/large/sharpedo-mega.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/319.png,https://bulbapedia.bulbagarden.net/wiki/File:319Sharpedo-Mega.png
320, Wailmer,Wailmer,,Wailmer,,,320,,320 - Wailmer,099,Water,,III - Hoenn,https://img.pokemondb.net/artwork/large/wailmer.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/320.png,https://bulbapedia.bulbagarden.net/wiki/File:320Wailmer.png
321, Wailord,Wailord,,Wailord,,,321,,321 - Wailord,100,Water,,III - Hoenn,https://img.pokemondb.net/artwork/large/wailord.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/321.png,https://bulbapedia.bulbagarden.net/wiki/File:321Wailord.png
322, Numel,Numel,,Numel,,,322,,322 - Numel,101,Fire,Ground,III - Hoenn,https://img.pokemondb.net/artwork/large/numel.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/322.png,https://bulbapedia.bulbagarden.net/wiki/File:322Numel.png
323, Camerupt,Camerupt,,Camerupt,,,323,,323 - Camerupt,102,Fire,Ground,III - Hoenn,https://img.pokemondb.net/artwork/large/camerupt.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/323.png,https://bulbapedia.bulbagarden.net/wiki/File:323Camerupt.png
323,Mega Camerupt,Camerupt Mega,,Camerupt,Mega,,323,,323 - Camerupt Mega,102,Fire,Ground,III - Hoenn,https://img.pokemondb.net/artwork/large/camerupt-mega.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/323.png,https://bulbapedia.bulbagarden.net/wiki/File:323Camerupt-Mega.png
324, Torkoal,Torkoal,,Torkoal,,,324,,324 - Torkoal,105,Fire,,III - Hoenn,https://img.pokemondb.net/artwork/large/torkoal.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/324.png,https://bulbapedia.bulbagarden.net/wiki/File:324Torkoal.png
325, Spoink,Spoink,,Spoink,,,325,,325 - Spoink,110,Psychic,,III - Hoenn,https://img.pokemondb.net/artwork/large/spoink.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/325.png,https://bulbapedia.bulbagarden.net/wiki/File:325Spoink.png
326, Grumpig,Grumpig,,Grumpig,,,326,,326 - Grumpig,111,Psychic,,III - Hoenn,https://img.pokemondb.net/artwork/large/grumpig.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/326.png,https://bulbapedia.bulbagarden.net/wiki/File:326Grumpig.png
327, Spinda,Spinda,,Spinda,,,327,,327 - Spinda,114,Normal,,III - Hoenn,https://img.pokemondb.net/artwork/large/spinda.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/327.png,https://bulbapedia.bulbagarden.net/wiki/File:327Spinda.png
328, Trapinch,Trapinch,,Trapinch,,,328,,328 - Trapinch,116,Ground,,III - Hoenn,https://img.pokemondb.net/artwork/large/trapinch.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/328.png,https://bulbapedia.bulbagarden.net/wiki/File:328Trapinch.png
329, Vibrava,Vibrava,,Vibrava,,,329,,329 - Vibrava,117,Ground,Dragon,III - Hoenn,https://img.pokemondb.net/artwork/large/vibrava.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/329.png,https://bulbapedia.bulbagarden.net/wiki/File:329Vibrava.png
330, Flygon,Flygon,,Flygon,,,330,,330 - Flygon,118,Ground,Dragon,III - Hoenn,https://img.pokemondb.net/artwork/large/flygon.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/330.png,https://bulbapedia.bulbagarden.net/wiki/File:330Flygon.png
331, Cacnea,Cacnea,,Cacnea,,,331,,331 - Cacnea,119,Grass,,III - Hoenn,https://img.pokemondb.net/artwork/large/cacnea.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/331.png,https://bulbapedia.bulbagarden.net/wiki/File:331Cacnea.png
332, Cacturne,Cacturne,,Cacturne,,,332,,332 - Cacturne,120,Grass,Dark,III - Hoenn,https://img.pokemondb.net/artwork/large/cacturne.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/332.png,https://bulbapedia.bulbagarden.net/wiki/File:332Cacturne.png
333, Swablu,Swablu,,Swablu,,,333,,333 - Swablu,121,Normal,Flying,III - Hoenn,https://img.pokemondb.net/artwork/large/swablu.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/333.png,https://bulbapedia.bulbagarden.net/wiki/File:333Swablu.png
334, Altaria,Altaria,,Altaria,,,334,,334 - Altaria,122,Dragon,Flying,III - Hoenn,https://img.pokemondb.net/artwork/large/altaria.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/334.png,https://bulbapedia.bulbagarden.net/wiki/File:334Altaria.png
334,Mega Altaria,Altaria Mega,,Altaria,Mega,,334,,334 - Altaria Mega,122,Dragon,Fairy,III - Hoenn,https://img.pokemondb.net/artwork/large/altaria-mega.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/334.png,https://bulbapedia.bulbagarden.net/wiki/File:334Altaria-Mega.png
335, Zangoose,Zangoose,,Zangoose,,,335,,335 - Zangoose,123,Normal,,III - Hoenn,https://img.pokemondb.net/artwork/large/zangoose.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/335.png,https://bulbapedia.bulbagarden.net/wiki/File:335Zangoose.png
336, Seviper,Seviper,,Seviper,,,336,,336 - Seviper,124,Poison,,III - Hoenn,https://img.pokemondb.net/artwork/large/seviper.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/336.png,https://bulbapedia.bulbagarden.net/wiki/File:336Seviper.png
337, Lunatone,Lunatone,,Lunatone,,,337,,337 - Lunatone,125,Rock,Psychic,III - Hoenn,https://img.pokemondb.net/artwork/large/lunatone.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/337.png,https://bulbapedia.bulbagarden.net/wiki/File:337Lunatone.png
338, Solrock,Solrock,,Solrock,,,338,,338 - Solrock,126,Rock,Psychic,III - Hoenn,https://img.pokemondb.net/artwork/large/solrock.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/338.png,https://bulbapedia.bulbagarden.net/wiki/File:338Solrock.png
339, Barboach,Barboach,,Barboach,,,339,,339 - Barboach,127,Water,Ground,III - Hoenn,https://img.pokemondb.net/artwork/large/barboach.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/339.png,https://bulbapedia.bulbagarden.net/wiki/File:339Barboach.png
340, Whiscash,Whiscash,,Whiscash,,,340,,340 - Whiscash,128,Water,Ground,III - Hoenn,https://img.pokemondb.net/artwork/large/whiscash.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/340.png,https://bulbapedia.bulbagarden.net/wiki/File:340Whiscash.png
341, Corphish,Corphish,,Corphish,,,341,,341 - Corphish,129,Water,,III - Hoenn,https://img.pokemondb.net/artwork/large/corphish.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/341.png,https://bulbapedia.bulbagarden.net/wiki/File:341Corphish.png
342, Crawdaunt,Crawdaunt,,Crawdaunt,,,342,,342 - Crawdaunt,130,Water,Dark,III - Hoenn,https://img.pokemondb.net/artwork/large/crawdaunt.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/342.png,https://bulbapedia.bulbagarden.net/wiki/File:342Crawdaunt.png
343, Baltoy,Baltoy,,Baltoy,,,343,,343 - Baltoy,131,Ground,Psychic,III - Hoenn,https://img.pokemondb.net/artwork/large/baltoy.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/343.png,https://bulbapedia.bulbagarden.net/wiki/File:343Baltoy.png
344, Claydol,Claydol,,Claydol,,,344,,344 - Claydol,132,Ground,Psychic,III - Hoenn,https://img.pokemondb.net/artwork/large/claydol.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/344.png,https://bulbapedia.bulbagarden.net/wiki/File:344Claydol.png
345, Lileep,Lileep,,Lileep,,,345,,345 - Lileep,133,Rock,Grass,III - Hoenn,https://img.pokemondb.net/artwork/large/lileep.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/345.png,https://bulbapedia.bulbagarden.net/wiki/File:345Lileep.png
346, Cradily,Cradily,,Cradily,,,346,,346 - Cradily,134,Rock,Grass,III - Hoenn,https://img.pokemondb.net/artwork/large/cradily.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/346.png,https://bulbapedia.bulbagarden.net/wiki/File:346Cradily.png
347, Anorith,Anorith,,Anorith,,,347,,347 - Anorith,135,Rock,Bug,III - Hoenn,https://img.pokemondb.net/artwork/large/anorith.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/347.png,https://bulbapedia.bulbagarden.net/wiki/File:347Anorith.png
348, Armaldo,Armaldo,,Armaldo,,,348,,348 - Armaldo,136,Rock,Bug,III - Hoenn,https://img.pokemondb.net/artwork/large/armaldo.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/348.png,https://bulbapedia.bulbagarden.net/wiki/File:348Armaldo.png
349, Feebas,Feebas,,Feebas,,,349,,349 - Feebas,140,Water,,III - Hoenn,https://img.pokemondb.net/artwork/large/feebas.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/349.png,https://bulbapedia.bulbagarden.net/wiki/File:349Feebas.png
350, Milotic,Milotic,,Milotic,,,350,,350 - Milotic,141,Water,,III - Hoenn,https://img.pokemondb.net/artwork/large/milotic.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/350.png,https://bulbapedia.bulbagarden.net/wiki/File:350Milotic.png
351, Castform,Castform,,Castform,,,351,,351 - Castform,142,Normal,,III - Hoenn,https://img.pokemondb.net/artwork/large/castform.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/351.png,https://bulbapedia.bulbagarden.net/wiki/File:351Castform.png
351,Rainy Castform,Castform Rainy,,Castform,Rainy,,351,,351 - Castform Rainy,142,Water,,III - Hoenn,https://img.pokemondb.net/artwork/large/castform-rainy.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/351.png,https://bulbapedia.bulbagarden.net/wiki/File:351Castform-Rainy.png
351,Snowy Castform,Castform Snowy,,Castform,Snowy,,351,,351 - Castform Snowy,142,Ice,,III - Hoenn,https://img.pokemondb.net/artwork/large/castform-snowy.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/351.png,https://bulbapedia.bulbagarden.net/wiki/File:351Castform-Snowy.png
351,Sunny Castform,Castform Sunny,,Castform,Sunny,,351,,351 - Castform Sunny,142,Fire,,III - Hoenn,https://img.pokemondb.net/artwork/large/castform-sunny.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/351.png,https://bulbapedia.bulbagarden.net/wiki/File:351Castform-Sunny.png
352, Kecleon,Kecleon,,Kecleon,,,352,,352 - Kecleon,145,Normal,,III - Hoenn,https://img.pokemondb.net/artwork/large/kecleon.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/352.png,https://bulbapedia.bulbagarden.net/wiki/File:352Kecleon.png
353, Shuppet,Shuppet,,Shuppet,,,353,,353 - Shuppet,146,Ghost,,III - Hoenn,https://img.pokemondb.net/artwork/large/shuppet.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/353.png,https://bulbapedia.bulbagarden.net/wiki/File:353Shuppet.png
354, Banette,Banette,,Banette,,,354,,354 - Banette,147,Ghost,,III - Hoenn,https://img.pokemondb.net/artwork/large/banette.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/354.png,https://bulbapedia.bulbagarden.net/wiki/File:354Banette.png
354,Mega Banette,Banette Mega,,Banette,Mega,,354,,354 - Banette Mega,147,Ghost,,III - Hoenn,https://img.pokemondb.net/artwork/large/banette-mega.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/354.png,https://bulbapedia.bulbagarden.net/wiki/File:354Banette-Mega.png
355, Duskull,Duskull,,Duskull,,,355,,355 - Duskull,148,Ghost,,III - Hoenn,https://img.pokemondb.net/artwork/large/duskull.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/355.png,https://bulbapedia.bulbagarden.net/wiki/File:355Duskull.png
356, Dusclops,Dusclops,,Dusclops,,,356,,356 - Dusclops,149,Ghost,,III - Hoenn,https://img.pokemondb.net/artwork/large/dusclops.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/356.png,https://bulbapedia.bulbagarden.net/wiki/File:356Dusclops.png
357, Tropius,Tropius,,Tropius,,,357,,357 - Tropius,150,Grass,Flying,III - Hoenn,https://img.pokemondb.net/artwork/large/tropius.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/357.png,https://bulbapedia.bulbagarden.net/wiki/File:357Tropius.png
358, Chimecho,Chimecho,,Chimecho,,,358,,358 - Chimecho,151,Psychic,,III - Hoenn,https://img.pokemondb.net/artwork/large/chimecho.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/358.png,https://bulbapedia.bulbagarden.net/wiki/File:358Chimecho.png
359, Absol,Absol,,Absol,,,359,,359 - Absol,152,Dark,,III - Hoenn,https://img.pokemondb.net/artwork/large/absol.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/359.png,https://bulbapedia.bulbagarden.net/wiki/File:359Absol.png
359,Mega Absol,Absol Mega,,Absol,Mega,,359,,359 - Absol Mega,152,Dark,,III - Hoenn,https://img.pokemondb.net/artwork/large/absol-mega.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/359.png,https://bulbapedia.bulbagarden.net/wiki/File:359Absol-Mega.png
360, Wynaut,Wynaut,,Wynaut,,,360,,360 - Wynaut,160,Psychic,,III - Hoenn,https://img.pokemondb.net/artwork/large/wynaut.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/360.png,https://bulbapedia.bulbagarden.net/wiki/File:360Wynaut.png
361, Snorunt,Snorunt,,Snorunt,,,361,,361 - Snorunt,171,Ice,,III - Hoenn,https://img.pokemondb.net/artwork/large/snorunt.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/361.png,https://bulbapedia.bulbagarden.net/wiki/File:361Snorunt.png
362, Glalie,Glalie,,Glalie,,,362,,362 - Glalie,172,Ice,,III - Hoenn,https://img.pokemondb.net/artwork/large/glalie.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/362.png,https://bulbapedia.bulbagarden.net/wiki/File:362Glalie.png
362,Mega Glalie,Glalie Mega,,Glalie,Mega,,362,,362 - Glalie Mega,172,Ice,,III - Hoenn,https://img.pokemondb.net/artwork/large/glalie-mega.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/362.png,https://bulbapedia.bulbagarden.net/wiki/File:362Glalie-Mega.png
363, Spheal,Spheal,,Spheal,,,363,,363 - Spheal,173,Ice,Water,III - Hoenn,https://img.pokemondb.net/artwork/large/spheal.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/363.png,https://bulbapedia.bulbagarden.net/wiki/File:363Spheal.png
364, Sealeo,Sealeo,,Sealeo,,,364,,364 - Sealeo,174,Ice,Water,III - Hoenn,https://img.pokemondb.net/artwork/large/sealeo.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/364.png,https://bulbapedia.bulbagarden.net/wiki/File:364Sealeo.png
365, Walrein,Walrein,,Walrein,,,365,,365 - Walrein,175,Ice,Water,III - Hoenn,https://img.pokemondb.net/artwork/large/walrein.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/365.png,https://bulbapedia.bulbagarden.net/wiki/File:365Walrein.png
366, Clamperl,Clamperl,,Clamperl,,,366,,366 - Clamperl,176,Water,,III - Hoenn,https://img.pokemondb.net/artwork/large/clamperl.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/366.png,https://bulbapedia.bulbagarden.net/wiki/File:366Clamperl.png
367, Huntail,Huntail,,Huntail,,,367,,367 - Huntail,177,Water,,III - Hoenn,https://img.pokemondb.net/artwork/large/huntail.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/367.png,https://bulbapedia.bulbagarden.net/wiki/File:367Huntail.png
368, Gorebyss,Gorebyss,,Gorebyss,,,368,,368 - Gorebyss,178,Water,,III - Hoenn,https://img.pokemondb.net/artwork/large/gorebyss.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/368.png,https://bulbapedia.bulbagarden.net/wiki/File:368Gorebyss.png
369, Relicanth,Relicanth,,Relicanth,,,369,,369 - Relicanth,179,Water,Rock,III - Hoenn,https://img.pokemondb.net/artwork/large/relicanth.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/369.png,https://bulbapedia.bulbagarden.net/wiki/File:369Relicanth.png
370, Luvdisc,Luvdisc,,Luvdisc,,,370,,370 - Luvdisc,183,Water,,III - Hoenn,https://img.pokemondb.net/artwork/large/luvdisc.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/370.png,https://bulbapedia.bulbagarden.net/wiki/File:370Luvdisc.png
371, Bagon,Bagon,,Bagon,,,371,,371 - Bagon,187,Dragon,,III - Hoenn,https://img.pokemondb.net/artwork/large/bagon.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/371.png,https://bulbapedia.bulbagarden.net/wiki/File:371Bagon.png
372, Shelgon,Shelgon,,Shelgon,,,372,,372 - Shelgon,188,Dragon,,III - Hoenn,https://img.pokemondb.net/artwork/large/shelgon.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/372.png,https://bulbapedia.bulbagarden.net/wiki/File:372Shelgon.png
373, Salamence,Salamence,,Salamence,,,373,,373 - Salamence,189,Dragon,Flying,III - Hoenn,https://img.pokemondb.net/artwork/large/salamence.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/373.png,https://bulbapedia.bulbagarden.net/wiki/File:373Salamence.png
